url,page_type,title,title_len,meta_description,desc_len,h1,h2_count,word_count,indexable,canonical,internal_links,images,images_no_alt,schema,content_status,thin
/games/ever-777.html,game,Ever 777 — Slots App Details and Guide | New Yono Apps,54,"Ever 777 is a slots and 777 app listed in the Yono directory. Check its category and platform details, and browse related slots titles in the same section.",155,Ever 777 — Slots App Details,5,256,no,https://games.newyono-apps.in/games/ever-777.html,24,5,0,BreadcrumbList+SoftwareApplication,structure only - copy pending,yes
/games/game-rummy.html,game,Game Rummy — Rummy App Details and Guide | New Yono Apps,56,"Game Rummy is a rummy app listed in the Yono directory. Check its category and platform details, and browse related rummy titles in the same section.",149,Game Rummy — Rummy App Details,5,239,no,https://games.newyono-apps.in/games/game-rummy.html,24,5,0,BreadcrumbList+SoftwareApplication,structure only - copy pending,yes
/games/goa-spin.html,game,Goa Spin — Slots App Details and Guide | New Yono Apps,54,"Goa Spin is a slots and 777 app listed in the Yono directory. Check its category and platform details, and browse related slots titles in the same section.",155,Goa Spin — Slots App Details,5,256,no,https://games.newyono-apps.in/games/goa-spin.html,24,5,0,BreadcrumbList+SoftwareApplication,structure only - copy pending,yes
/games/gogo-rummy.html,game,GoGo Rummy — Rummy App Details and Guide | New Yono Apps,56,"GoGo Rummy is a rummy app listed in the Yono directory. Check its category and platform details, and browse related rummy titles in the same section.",149,GoGo Rummy — Rummy App Details,5,239,no,https://games.newyono-apps.in/games/gogo-rummy.html,24,5,0,BreadcrumbList+SoftwareApplication,structure only - copy pending,yes
/games/gold-rummy.html,game,Gold Rummy — Rummy App Details and Guide | New Yono Apps,56,"Gold Rummy is a rummy app listed in the Yono directory. Check its category and platform details, and browse related rummy titles in the same section.",149,Gold Rummy — Rummy App Details,5,239,no,https://games.newyono-apps.in/games/gold-rummy.html,24,5,0,BreadcrumbList+SoftwareApplication,structure only - copy pending,yes
/games/good-slots.html,game,Good Slots — Slots App Details and Guide | New Yono Apps,56,"Good Slots is a slots and 777 app listed in the Yono directory. Check its category and platform details, and browse related slots titles in the same.",149,Good Slots — Slots App Details,5,256,no,https://games.newyono-apps.in/games/good-slots.html,24,5,0,BreadcrumbList+SoftwareApplication,structure only - copy pending,yes
/games/hi-rummy.html,game,Hi Rummy — Rummy App Details and Guide | New Yono Apps,54,"Hi Rummy is a rummy app listed in the Yono directory. Check its category and platform details, and browse related rummy titles in the same section.",147,Hi Rummy — Rummy App Details,5,239,no,https://games.newyono-apps.in/games/hi-rummy.html,24,5,0,BreadcrumbList+SoftwareApplication,structure only - copy pending,yes
/games/hindi-777.html,game,Hindi 777 — Slots App Details and Guide | New Yono Apps,55,"Hindi 777 is a slots and 777 app listed in the Yono directory. Check its category and platform details, and browse related slots titles in the same.",148,Hindi 777 — Slots App Details,5,256,no,https://games.newyono-apps.in/games/hindi-777.html,24,5,0,BreadcrumbList+SoftwareApplication,structure only - copy pending,yes
/games/ind-bingo.html,game,Ind Bingo — Bingo App Details and Guide | New Yono Apps,55,"Ind Bingo is a bingo app listed in the Yono directory. Check its category and platform details, and browse related bingo titles in the same section.",148,Ind Bingo — Bingo App Details,5,230,no,https://games.newyono-apps.in/games/ind-bingo.html,21,2,0,BreadcrumbList+SoftwareApplication,structure only - copy pending,yes
/games/ind-club.html,game,Ind Club — Teen Patti App Details and Guide | New Yono Apps,59,"Ind Club is a teen patti and vip club app listed in the Yono directory. See its category and platform details, plus related teen patti titles here.",147,Ind Club — Teen Patti App Details,5,277,no,https://games.newyono-apps.in/games/ind-club.html,24,5,0,BreadcrumbList+SoftwareApplication,structure only - copy pending,yes
/games/ind-rummy.html,game,Ind Rummy — Rummy App Details and Guide | New Yono Apps,55,"Ind Rummy is a rummy app listed in the Yono directory. Check its category and platform details, and browse related rummy titles in the same section.",148,Ind Rummy — Rummy App Details,5,239,no,https://games.newyono-apps.in/games/ind-rummy.html,24,5,0,BreadcrumbList+SoftwareApplication,structure only - copy pending,yes
/games/ind-slots.html,game,Ind Slots — Slots App Details and Guide | New Yono Apps,55,"Ind Slots is a slots and 777 app listed in the Yono directory. Check its category and platform details, and browse related slots titles in the same.",148,Ind Slots — Slots App Details,5,256,no,https://games.newyono-apps.in/games/ind-slots.html,24,5,0,BreadcrumbList+SoftwareApplication,structure only - copy pending,yes
/games/,directory,All Yono Games — Full List of 90 Apps | New Yono Apps,53,Search or filter the complete list of 90 Yono apps by name and category. Every title is shown with its category and artwork. Updated as the roster changes.,155,All Yono Games,11,689,yes,https://games.newyono-apps.in/games/,110,90,0,BreadcrumbList+CollectionPage,complete,no
/games/inr-rummy.html,game,INR Rummy — Rummy App Details and Guide | New Yono Apps,55,"INR Rummy is a rummy app listed in the Yono directory. Check its category and platform details, and browse related rummy titles in the same section.",148,INR Rummy — Rummy App Details,5,239,no,https://games.newyono-apps.in/games/inr-rummy.html,24,5,0,BreadcrumbList+SoftwareApplication,structure only - copy pending,yes
/games/inr-slots.html,game,INR Slots — Slots App Details and Guide | New Yono Apps,55,"INR Slots is a slots and 777 app listed in the Yono directory. Check its category and platform details, and browse related slots titles in the same.",148,INR Slots — Slots App Details,5,256,no,https://games.newyono-apps.in/games/inr-slots.html,24,5,0,BreadcrumbList+SoftwareApplication,structure only - copy pending,yes
/games/jai-club.html,game,Jai Club — Teen Patti App Details and Guide | New Yono Apps,59,"Jai Club is a teen patti and vip club app listed in the Yono directory. See its category and platform details, plus related teen patti titles here.",147,Jai Club — Teen Patti App Details,5,277,no,https://games.newyono-apps.in/games/jai-club.html,24,5,0,BreadcrumbList+SoftwareApplication,structure only - copy pending,yes
/games/jaiho-777.html,game,JaiHo 777 — Slots App Details and Guide | New Yono Apps,55,"JaiHo 777 is a slots and 777 app listed in the Yono directory. Check its category and platform details, and browse related slots titles in the same.",148,JaiHo 777 — Slots App Details,5,256,no,https://games.newyono-apps.in/games/jaiho-777.html,24,5,0,BreadcrumbList+SoftwareApplication,structure only - copy pending,yes
/games/jaiho-91.html,game,JaiHo 91 — Slots App Details and Guide | New Yono Apps,54,"JaiHo 91 is a slots and 777 app listed in the Yono directory. Check its category and platform details, and browse related slots titles in the same section.",155,JaiHo 91 — Slots App Details,5,256,no,https://games.newyono-apps.in/games/jaiho-91.html,24,5,0,BreadcrumbList+SoftwareApplication,structure only - copy pending,yes
/games/jaiho-arcade.html,game,JaiHo Arcade — Arcade App Details and Guide | New Yono Apps,59,"JaiHo Arcade is a arcade and casual app listed in the Yono directory. Check its category and platform details, and browse related arcade titles in the.",151,JaiHo Arcade — Arcade App Details,5,257,no,https://games.newyono-apps.in/games/jaiho-arcade.html,24,5,0,BreadcrumbList+SoftwareApplication,structure only - copy pending,yes
/games/jaiho-rummy.html,game,JaiHo Rummy — Rummy App Details and Guide | New Yono Apps,57,"JaiHo Rummy is a rummy app listed in the Yono directory. Check its category and platform details, and browse related rummy titles in the same section.",150,JaiHo Rummy — Rummy App Details,5,239,no,https://games.newyono-apps.in/games/jaiho-rummy.html,24,5,0,BreadcrumbList+SoftwareApplication,structure only - copy pending,yes
/games/jaiho-slots.html,game,JaiHo Slots — Slots App Details and Guide | New Yono Apps,57,"JaiHo Slots is a slots and 777 app listed in the Yono directory. Check its category and platform details, and browse related slots titles in the same.",150,JaiHo Slots — Slots App Details,5,256,no,https://games.newyono-apps.in/games/jaiho-slots.html,24,5,0,BreadcrumbList+SoftwareApplication,structure only - copy pending,yes
/games/jaiho-spin.html,game,JaiHo Spin — Slots App Details and Guide | New Yono Apps,56,"JaiHo Spin is a slots and 777 app listed in the Yono directory. Check its category and platform details, and browse related slots titles in the same.",149,JaiHo Spin — Slots App Details,5,256,no,https://games.newyono-apps.in/games/jaiho-spin.html,24,5,0,BreadcrumbList+SoftwareApplication,structure only - copy pending,yes
/games/jaiho-win.html,game,JaiHo Win — Arcade App Details and Guide | New Yono Apps,56,"JaiHo Win is a arcade and casual app listed in the Yono directory. Check its category and platform details, and browse related arcade titles in the same.",153,JaiHo Win — Arcade App Details,5,257,no,https://games.newyono-apps.in/games/jaiho-win.html,24,5,0,BreadcrumbList+SoftwareApplication,structure only - copy pending,yes
/games/joy-rummy.html,game,Joy Rummy — Rummy App Details and Guide | New Yono Apps,55,"Joy Rummy is a rummy app listed in the Yono directory. Check its category and platform details, and browse related rummy titles in the same section.",148,Joy Rummy — Rummy App Details,5,239,no,https://games.newyono-apps.in/games/joy-rummy.html,24,5,0,BreadcrumbList+SoftwareApplication,structure only - copy pending,yes
/games/love-rummy.html,game,Love Rummy — Rummy App Details and Guide | New Yono Apps,56,"Love Rummy is a rummy app listed in the Yono directory. Check its category and platform details, and browse related rummy titles in the same section.",149,Love Rummy — Rummy App Details,5,239,no,https://games.newyono-apps.in/games/love-rummy.html,24,5,0,BreadcrumbList+SoftwareApplication,structure only - copy pending,yes
/games/ludo-and-board.html,category,Yono Ludo and Board — 1 Apps Listed | New Yono Apps,51,All 1 ludo and board titles in the Yono app directory. Board-game titles built on Ludo and related turn-based formats played on a cross-shaped track.,149,Ludo &amp; Board,4,205,yes,https://games.newyono-apps.in/games/ludo-and-board.html,21,1,0,BreadcrumbList+CollectionPage,complete,yes
/games/maha-games.html,game,Maha Games — Arcade App Details and Guide | New Yono Apps,57,"Maha Games is a arcade and casual app listed in the Yono directory. Check its category and platform details, and browse related arcade titles in the same.",154,Maha Games — Arcade App Details,5,257,no,https://games.newyono-apps.in/games/maha-games.html,24,5,0,BreadcrumbList+SoftwareApplication,structure only - copy pending,yes
/games/max-rummy.html,game,Max Rummy — Rummy App Details and Guide | New Yono Apps,55,"Max Rummy is a rummy app listed in the Yono directory. Check its category and platform details, and browse related rummy titles in the same section.",148,Max Rummy — Rummy App Details,5,239,no,https://games.newyono-apps.in/games/max-rummy.html,24,5,0,BreadcrumbList+SoftwareApplication,structure only - copy pending,yes
/games/mbm-bet.html,game,MBM Bet — App Details and Guide | New Yono Apps,47,"MBM Bet is a multi-game platforms app listed in the Yono directory. See its category and platform details, plus related multi-game platforms titles here.",153,MBM Bet — Multi-Game Platforms App Details,5,248,no,https://games.newyono-apps.in/games/mbm-bet.html,24,5,0,BreadcrumbList+SoftwareApplication,structure only - copy pending,yes
/games/mdm-bet.html,game,MDM Bet — App Details and Guide | New Yono Apps,47,"MDM Bet is a multi-game platforms app listed in the Yono directory. See its category and platform details, plus related multi-game platforms titles here.",153,MDM Bet — Multi-Game Platforms App Details,5,248,no,https://games.newyono-apps.in/games/mdm-bet.html,24,5,0,BreadcrumbList+SoftwareApplication,structure only - copy pending,yes
/games/mkm-bet.html,game,MKM Bet — App Details and Guide | New Yono Apps,47,"MKM Bet is a multi-game platforms app listed in the Yono directory. See its category and platform details, plus related multi-game platforms titles here.",153,MKM Bet — Multi-Game Platforms App Details,5,248,no,https://games.newyono-apps.in/games/mkm-bet.html,24,5,0,BreadcrumbList+SoftwareApplication,structure only - copy pending,yes
/games/money-rummy.html,game,Money Rummy — Rummy App Details and Guide | New Yono Apps,57,"Money Rummy is a rummy app listed in the Yono directory. Check its category and platform details, and browse related rummy titles in the same section.",150,Money Rummy — Rummy App Details,5,239,no,https://games.newyono-apps.in/games/money-rummy.html,24,5,0,BreadcrumbList+SoftwareApplication,structure only - copy pending,yes
/games/mqm-bet.html,game,MQM Bet — App Details and Guide | New Yono Apps,47,"MQM Bet is a multi-game platforms app listed in the Yono directory. See its category and platform details, plus related multi-game platforms titles here.",153,MQM Bet — Multi-Game Platforms App Details,5,248,no,https://games.newyono-apps.in/games/mqm-bet.html,24,5,0,BreadcrumbList+SoftwareApplication,structure only - copy pending,yes
/games/multi-game-platforms.html,category,Yono Multi-Game Platforms — 6 Apps Listed | New Yono Apps,57,All 6 multi-game platforms titles in the Yono app directory. Multi-game platform apps that carry a broad catalogue spanning several of the other.,145,Multi-Game Platforms,4,221,yes,https://games.newyono-apps.in/games/multi-game-platforms.html,26,6,0,BreadcrumbList+CollectionPage,complete,yes
/games/mwm-bet.html,game,MWM Bet — App Details and Guide | New Yono Apps,47,"MWM Bet is a multi-game platforms app listed in the Yono directory. See its category and platform details, plus related multi-game platforms titles here.",153,MWM Bet — Multi-Game Platforms App Details,5,248,no,https://games.newyono-apps.in/games/mwm-bet.html,24,5,0,BreadcrumbList+SoftwareApplication,structure only - copy pending,yes
/games/my-777.html,game,My 777 — Slots App Details and Guide | New Yono Apps,52,"My 777 is a slots and 777 app listed in the Yono directory. Check its category and platform details, and browse related slots titles in the same section.",153,My 777 — Slots App Details,5,256,no,https://games.newyono-apps.in/games/my-777.html,24,5,0,BreadcrumbList+SoftwareApplication,structure only - copy pending,yes
/games/neta-vip.html,game,Neta VIP — Teen Patti App Details and Guide | New Yono Apps,59,"Neta VIP is a teen patti and vip club app listed in the Yono directory. See its category and platform details, plus related teen patti titles here.",147,Neta VIP — Teen Patti App Details,5,277,no,https://games.newyono-apps.in/games/neta-vip.html,24,5,0,BreadcrumbList+SoftwareApplication,structure only - copy pending,yes
/games/ok-rummy.html,game,OK Rummy — Rummy App Details and Guide | New Yono Apps,54,"OK Rummy is a rummy app listed in the Yono directory. Check its category and platform details, and browse related rummy titles in the same section.",147,OK Rummy — Rummy App Details,5,239,no,https://games.newyono-apps.in/games/ok-rummy.html,24,5,0,BreadcrumbList+SoftwareApplication,structure only - copy pending,yes
/games/raja-luck.html,game,Raja Luck — Arcade App Details and Guide | New Yono Apps,56,"Raja Luck is a arcade and casual app listed in the Yono directory. Check its category and platform details, and browse related arcade titles in the same.",153,Raja Luck — Arcade App Details,5,257,no,https://games.newyono-apps.in/games/raja-luck.html,24,5,0,BreadcrumbList+SoftwareApplication,structure only - copy pending,yes
/games/rani-slots.html,game,Rani Slots — Slots App Details and Guide | New Yono Apps,56,"Rani Slots is a slots and 777 app listed in the Yono directory. Check its category and platform details, and browse related slots titles in the same.",149,Rani Slots — Slots App Details,5,256,no,https://games.newyono-apps.in/games/rani-slots.html,24,5,0,BreadcrumbList+SoftwareApplication,structure only - copy pending,yes
/games/rumble-rummy.html,game,Rumble Rummy — Rummy App Details and Guide | New Yono Apps,58,"Rumble Rummy is a rummy app listed in the Yono directory. Check its category and platform details, and browse related rummy titles in the same section.",151,Rumble Rummy — Rummy App Details,5,239,no,https://games.newyono-apps.in/games/rumble-rummy.html,24,5,0,BreadcrumbList+SoftwareApplication,structure only - copy pending,yes
/games/rummy-365.html,game,Rummy 365 — Rummy App Details and Guide | New Yono Apps,55,"Rummy 365 is a rummy app listed in the Yono directory. Check its category and platform details, and browse related rummy titles in the same section.",148,Rummy 365 — Rummy App Details,5,239,no,https://games.newyono-apps.in/games/rummy-365.html,24,5,0,BreadcrumbList+SoftwareApplication,structure only - copy pending,yes
/games/rummy-77.html,game,Rummy 77 — Rummy App Details and Guide | New Yono Apps,54,"Rummy 77 is a rummy app listed in the Yono directory. Check its category and platform details, and browse related rummy titles in the same section.",147,Rummy 77 — Rummy App Details,5,239,no,https://games.newyono-apps.in/games/rummy-77.html,24,5,0,BreadcrumbList+SoftwareApplication,structure only - copy pending,yes
/games/rummy-888.html,game,Rummy 888 — Rummy App Details and Guide | New Yono Apps,55,"Rummy 888 is a rummy app listed in the Yono directory. Check its category and platform details, and browse related rummy titles in the same section.",148,Rummy 888 — Rummy App Details,5,239,no,https://games.newyono-apps.in/games/rummy-888.html,24,5,0,BreadcrumbList+SoftwareApplication,structure only - copy pending,yes
/games/rummy-91.html,game,Rummy 91 — Rummy App Details and Guide | New Yono Apps,54,"Rummy 91 is a rummy app listed in the Yono directory. Check its category and platform details, and browse related rummy titles in the same section.",147,Rummy 91 — Rummy App Details,5,239,no,https://games.newyono-apps.in/games/rummy-91.html,24,5,0,BreadcrumbList+SoftwareApplication,structure only - copy pending,yes
/games/rummy-ludo.html,game,Rummy Ludo — Ludo App Details and Guide | New Yono Apps,55,"Rummy Ludo is a ludo and board app listed in the Yono directory. Check its category and platform details, and browse related ludo titles in the same.",149,Rummy Ludo — Ludo App Details,4,227,no,https://games.newyono-apps.in/games/rummy-ludo.html,20,1,0,BreadcrumbList+SoftwareApplication,structure only - copy pending,yes
/games/rummy-yono.html,game,Rummy Yono — Rummy App Details and Guide | New Yono Apps,56,"Rummy Yono is a rummy app listed in the Yono directory. Check its category and platform details, and browse related rummy titles in the same section.",149,Rummy Yono — Rummy App Details,5,239,no,https://games.newyono-apps.in/games/rummy-yono.html,24,5,0,BreadcrumbList+SoftwareApplication,structure only - copy pending,yes
/games/rummy-zip.html,game,Rummy Zip — Rummy App Details and Guide | New Yono Apps,55,"Rummy Zip is a rummy app listed in the Yono directory. Check its category and platform details, and browse related rummy titles in the same section.",148,Rummy Zip — Rummy App Details,5,239,no,https://games.newyono-apps.in/games/rummy-zip.html,24,5,0,BreadcrumbList+SoftwareApplication,structure only - copy pending,yes
/games/rummy.html,category,Yono Rummy — 26 Apps Listed | New Yono Apps,43,"All 26 rummy titles in the Yono app directory. Card games built on the Indian rummy family, including 13-card and 21-card formats where players form valid.",155,Rummy,4,278,yes,https://games.newyono-apps.in/games/rummy.html,46,26,0,BreadcrumbList+CollectionPage,complete,yes
/games/saga-slots.html,game,Saga Slots — Slots App Details and Guide | New Yono Apps,56,"Saga Slots is a slots and 777 app listed in the Yono directory. Check its category and platform details, and browse related slots titles in the same.",149,Saga Slots — Slots App Details,5,256,no,https://games.newyono-apps.in/games/saga-slots.html,24,5,0,BreadcrumbList+SoftwareApplication,structure only - copy pending,yes
/games/share-slots.html,game,Share Slots — Slots App Details and Guide | New Yono Apps,57,"Share Slots is a slots and 777 app listed in the Yono directory. Check its category and platform details, and browse related slots titles in the same.",150,Share Slots — Slots App Details,5,256,no,https://games.newyono-apps.in/games/share-slots.html,24,5,0,BreadcrumbList+SoftwareApplication,structure only - copy pending,yes
/games/slots-and-777.html,category,Yono Slots and 777 — 35 Apps Listed | New Yono Apps,51,All 35 slots and 777 titles in the Yono app directory. Reel-spinning and 777-style titles where the outcome turns on symbol combinations rather than.,149,Slots &amp; 777,4,376,yes,https://games.newyono-apps.in/games/slots-and-777.html,55,35,0,BreadcrumbList+CollectionPage,complete,no
/games/slots-spin.html,game,Slots Spin — Slots App Details and Guide | New Yono Apps,56,"Slots Spin is a slots and 777 app listed in the Yono directory. Check its category and platform details, and browse related slots titles in the same.",149,Slots Spin — Slots App Details,5,256,no,https://games.newyono-apps.in/games/slots-spin.html,24,5,0,BreadcrumbList+SoftwareApplication,structure only - copy pending,yes
/games/slots-winner.html,game,Slots Winner — Slots App Details and Guide | New Yono Apps,58,"Slots Winner is a slots and 777 app listed in the Yono directory. Check its category and platform details, and browse related slots titles in the same.",151,Slots Winner — Slots App Details,5,256,no,https://games.newyono-apps.in/games/slots-winner.html,24,5,0,BreadcrumbList+SoftwareApplication,structure only - copy pending,yes
/games/spin-101.html,game,Spin 101 — Slots App Details and Guide | New Yono Apps,54,"Spin 101 is a slots and 777 app listed in the Yono directory. Check its category and platform details, and browse related slots titles in the same section.",155,Spin 101 — Slots App Details,5,256,no,https://games.newyono-apps.in/games/spin-101.html,24,5,0,BreadcrumbList+SoftwareApplication,structure only - copy pending,yes
/games/spin-777.html,game,Spin 777 — Slots App Details and Guide | New Yono Apps,54,"Spin 777 is a slots and 777 app listed in the Yono directory. Check its category and platform details, and browse related slots titles in the same section.",155,Spin 777 — Slots App Details,5,256,no,https://games.newyono-apps.in/games/spin-777.html,24,5,0,BreadcrumbList+SoftwareApplication,structure only - copy pending,yes
/games/spin-crush.html,game,Spin Crush — Slots App Details and Guide | New Yono Apps,56,"Spin Crush is a slots and 777 app listed in the Yono directory. Check its category and platform details, and browse related slots titles in the same.",149,Spin Crush — Slots App Details,5,256,no,https://games.newyono-apps.in/games/spin-crush.html,24,5,0,BreadcrumbList+SoftwareApplication,structure only - copy pending,yes
